,card_number,expiry_date,card_provider,date_payment_confirmed,card_number expiry_date,Unnamed: 0
21,4663343869740.0,06/28,VISA 13 digit,1997-09-07,,
22,373844093072783.0,02/32,American Express,2014-04-01,,
23,675984522507.0,10/29,Maestro,1997-10-10,,
24,3542185077087310.0,09/30,JCB 16 digit,1999-09-18,,
25,3519425246401030.0,10/30,JCB 16 digit,2010-10-04,,
26,3545595638989980.0,05/24,JCB 16 digit,1994-03-08,,
27,4478176401456210.0,11/26,VISA 16 digit,2015-07-22,,
28,344490993635042.0,09/26,American Express,2020-10-27,,
29,180071312917845.0,08/24,JCB 15 digit,2001-07-10,,
30,3529487601867590.0,09/24,JCB 16 digit,2004-01-17,,
31,6011090568370830.0,09/29,Discover,2004-09-12,,
32,4134640716323.0,08/25,VISA 13 digit,2004-05-06,,
33,4954259051731780.0,04/26,VISA 16 digit,2005-02-26,,
34,30569624849616.0,02/25,Diners Club / Carte Blanche,2011-03-15,,
35,502088401992.0,09/26,Maestro,2015-10-01,,
36,4.1456909004923e+18,06/31,VISA 19 digit,1993-03-17,,
37,6553201181773090.0,04/24,Discover,2010-06-02,,
38,4782743878554910.0,12/30,VISA 16 digit,2020-01-20,,
39,30244926501659.0,12/25,Diners Club / Carte Blanche,1997-06-04,,
40,5253294226380810.0,03/30,Mastercard,2009-09-01,,
41,213166515446021.0,03/32,JCB 15 digit,2005-11-29,,
42,3587853090566930.0,05/25,JCB 16 digit,2004-10-30,,
43,2235352200757370.0,10/32,Mastercard,1995-05-03,,
44,4013602191982.0,06/31,VISA 13 digit,2005-01-21,,
45,3542480284872430.0,07/32,JCB 16 digit,1995-06-14,,
46,4.16313509315215e+18,03/27,VISA 19 digit,2006-07-19,,
47,30526589719838.0,05/27,Diners Club / Carte Blanche,2020-10-07,,
48,30121680226386.0,01/23,Diners Club / Carte Blanche,2019-11-27,,
49,4.98545992526138e+18,05/26,VISA 19 digit,2002-05-27,,
50,6561035351559010.0,12/26,Discover,2020-10-25,,
51,4717398313605060.0,08/27,VISA 16 digit,2009-11-29,,
52,3530185206766160.0,01/29,JCB 16 digit,2019-08-15,,
53,4765302991161240.0,03/23,VISA 16 digit,2003-09-14,,
54,4678831955316000.0,06/30,VISA 16 digit,2022-10-09,,
0,180010270837991.0,04/23,JCB 15 digit,2002-02-25,,
1,341029547631892.0,05/23,American Express,1996-05-20,,
2,3595679451816020.0,02/28,JCB 16 digit,2014-11-26,,
3,4.74523786411157e+18,05/28,VISA 19 digit,1995-08-13,,
4,3521709272846220.0,12/22,JCB 16 digit,2010-10-21,,
5,4645198151977.0,06/24,VISA 13 digit,1997-06-16,,
6,6552438170658700.0,11/27,Discover,2020-05-03,,
7,379271408474047.0,07/32,American Express,2021-05-16,,
8,30249991195014.0,06/32,Diners Club / Carte Blanche,2007-09-19,,
9,180047037726182.0,08/27,JCB 15 digit,1995-06-25,,
10,4210573211191.0,01/26,VISA 13 digit,2018-01-14,,
11,371076565672574.0,08/31,American Express,2020-04-14,,
12,4525642903728930.0,05/32,VISA 16 digit,2022-05-02,,
13,4047437206938.0,05/29,VISA 13 digit,2005-09-05,,
14,4718555930130780.0,07/23,VISA 16 digit,2016-04-04,,
15,30260453783668.0,10/30,Diners Club / Carte Blanche,2002-04-07,,
16,6538113039685100.0,11/23,Discover,2000-08-01,,
17,4444374718217.0,07/31,VISA 13 digit,1997-03-01,,
18,4.26560148338627e+18,07/30,VISA 19 digit,1993-02-05,,
19,370761840563802.0,06/24,American Express,2021-11-24,,
20,3551752797736830.0,09/27,JCB 16 digit,2009-09-21,,
21,346011238007371.0,05/31,American Express,1993-09-10,,
22,4827406887507.0,07/27,VISA 13 digit,2000-09-10,,
23,180047232611015.0,04/32,JCB 15 digit,1994-06-13,,
24,213101740319776.0,02/25,JCB 15 digit,2001-01-04,,
25,4182700478319200.0,08/30,VISA 16 digit,2012-06-26,,
26,4021195993635990.0,04/24,VISA 16 digit,2017-04-30,,
27,4291709851654.0,03/31,VISA 13 digit,1994-04-17,,
28,5191984588489890.0,01/23,Mastercard,2003-09-20,,
29,4793664609399.0,05/26,VISA 13 digit,2009-02-13,,
30,4.21629701126224e+18,03/28,VISA 19 digit,2009-11-20,,
31,4007053551827.0,02/31,VISA 13 digit,2005-03-09,,
32,2417371948930220.0,12/24,Mastercard,1993-04-30,,
33,213119083401498.0,11/29,JCB 15 digit,2021-07-21,,
34,3575453334438830.0,08/25,JCB 16 digit,2000-10-03,,
35,3544027580431330.0,02/26,JCB 16 digit,1993-10-24,,
36,3532274108644410.0,12/25,JCB 16 digit,2012-12-24,,
37,4825238185412580.0,04/25,VISA 16 digit,2003-11-13,,
38,30092090629552.0,09/24,Diners Club / Carte Blanche,2009-12-07,,
39,4134890858486.0,05/26,VISA 13 digit,2012-01-03,,
40,4070759325506570.0,01/30,VISA 16 digit,2013-11-21,,
42,4751452801919620.0,06/27,VISA 16 digit,2018-09-27,,
43,180059482323217.0,12/23,JCB 15 digit,1993-12-20,,
44,3554461614606230.0,02/24,JCB 16 digit,2014-01-15,,
45,180064247137324.0,01/27,JCB 15 digit,2001-07-18,,
46,6516878331458780.0,03/23,Discover,2010-06-19,,
47,4.2472391950519e+18,05/25,VISA 19 digit,2008-04-16,,
48,4048404877904430.0,12/26,VISA 16 digit,2020-01-18,,
49,4.21895073907402e+18,09/29,VISA 19 digit,2002-09-29,,
50,4770125636966880.0,06/32,VISA 16 digit,2014-01-04,,
51,4707676482116.0,12/26,VISA 13 digit,1997-03-09,,
52,341177053597393.0,05/25,American Express,1994-11-10,,
53,2355377518718080.0,08/23,Mastercard,1995-11-28,,
54,6011558575831180.0,05/29,Discover,2015-04-09,,
0,4173565662914.0,07/30,VISA 13 digit,2021-05-09,,
1,2281903686317360.0,09/25,Mastercard,2010-09-17,,
2,3541414543773990.0,09/27,JCB 16 digit,2019-11-23,,
3,4182719477715.0,03/30,VISA 13 digit,2012-04-06,,
4,6542809185965710.0,06/28,Discover,1996-10-23,,
5,3581898751171030.0,02/31,JCB 16 digit,2001-08-04,,
6,6501535972697350.0,11/28,Discover,2001-01-19,,
7,4513500535287000.0,03/30,VISA 16 digit,2004-09-22,,
8,4066799347265770.0,08/27,VISA 16 digit,2021-10-31,,
9,4915770872659060.0,04/25,VISA 16 digit,2013-04-20,,
10,503815322097.0,06/26,Maestro,1999-08-03,,
11,4530719348205.0,07/27,VISA 13 digit,2018-08-18,,
12,501877793098.0,03/31,Maestro,1999-05-18,,
13,344296379673766.0,02/23,American Express,2006-01-15,,
14,3591593066786140.0,01/26,JCB 16 digit,2006-02-22,,
15,3523316791154800.0,08/31,JCB 16 digit,1998-12-05,,
16,4553506609811.0,08/31,VISA 13 digit,1998-10-08,,
17,4942462599548.0,05/27,VISA 13 digit,2003-05-12,,
18,213167628912727.0,08/28,JCB 15 digit,2007-04-22,,
19,372066051669662.0,12/22,American Express,2004-05-20,,
20,344028780950172.0,06/25,American Express,2010-06-28,,
21,4702334489295100.0,08/26,VISA 16 digit,2006-11-05,,
22,4.20892281941021e+18,03/31,VISA 19 digit,2014-08-16,,
23,5167314912497500.0,03/26,Mastercard,2016-05-25,,
24,3550128006861100.0,06/32,JCB 16 digit,2022-01-31,,
25,4.72629655295022e+18,10/23,VISA 19 digit,2007-05-02,,
26,213113538971916.0,09/25,JCB 15 digit,2012-02-29,,
27,3599996602545810.0,04/31,JCB 16 digit,2007-01-13,,
28,4118710412583880.0,05/29,VISA 16 digit,1995-04-02,,
29,4644139782867.0,04/28,VISA 13 digit,1996-02-07,,
30,376023857988438.0,09/27,American Express,1998-03-24,,
31,4691698165599620.0,08/29,VISA 16 digit,2000-12-29,,
32,345222133077283.0,10/30,American Express,2002-10-06,,
33,4584065191603360.0,08/32,VISA 16 digit,2018-08-13,,
34,346639450826571.0,03/30,American Express,2008-03-19,,
35,4386829947007870.0,03/24,VISA 16 digit,2015-08-27,,
36,2248128172843060.0,11/28,Mastercard,2001-05-20,,
37,180021157984020.0,01/26,JCB 15 digit,1993-06-14,,
38,3552380126334850.0,01/23,JCB 16 digit,2008-06-13,,
39,30045946101127.0,06/25,Diners Club / Carte Blanche,2009-02-15,,
40,3574116389477980.0,07/24,JCB 16 digit,2005-02-17,,
41,4141813133101320.0,08/30,VISA 16 digit,1994-04-04,,
42,4064500521689.0,10/30,VISA 13 digit,2012-05-10,,
43,4301996591438530.0,07/27,VISA 16 digit,2021-09-28,,
44,2597984788373080.0,01/25,Mastercard,1993-07-28,,
45,4610168169431360.0,07/28,VISA 16 digit,1996-12-21,,
46,5419749454151220.0,05/25,Mastercard,1997-04-04,,
47,3536115420595320.0,05/30,JCB 16 digit,2017-05-14,,
48,4380504778706980.0,09/26,VISA 16 digit,2010-06-23,,
49,4.63856869947183e+18,04/23,VISA 19 digit,2009-12-10,,
50,30573900043936.0,05/25,Diners Club / Carte Blanche,2000-03-17,,
51,4018490582637140.0,01/23,VISA 16 digit,2005-06-25,,
52,180020003252772.0,02/23,JCB 15 digit,2012-07-18,,
53,3559218043473030.0,04/30,JCB 16 digit,2022-06-04,,
54,3529331952684660.0,03/23,JCB 16 digit,2018-02-03,,
0,502067911235.0,08/30,Maestro,2010-01-13,,
1,4.97436244306986e+18,11/24,VISA 19 digit,2010-05-26,,
2,30080633129453.0,02/23,Diners Club / Carte Blanche,1995-12-25,,
3,2720734407969190.0,11/31,Mastercard,1993-05-06,,
4,3547251718544580.0,02/31,JCB 16 digit,2013-11-09,,
5,4.95075624337219e+18,10/30,VISA 19 digit,2004-09-25,,
6,4281036097152890.0,09/24,VISA 16 digit,2022-01-29,,
7,4456699610742890.0,03/23,VISA 16 digit,2001-08-06,,
8,4.79128103814607e+18,03/31,VISA 19 digit,2003-10-27,,
9,3534563573754530.0,10/28,JCB 16 digit,2015-09-08,,
10,374462494882715.0,03/32,American Express,2009-08-05,,
11,6575037632314720.0,01/24,Discover,2004-12-19,,
12,376944042589981.0,07/31,American Express,2019-03-15,,
13,342587824343175.0,01/25,American Express,2014-06-02,,
14,2258612721417280.0,03/26,Mastercard,1996-06-09,,
15,30017302544349.0,11/27,Diners Club / Carte Blanche,2021-05-03,,
16,2233160813631880.0,07/28,Mastercard,2005-06-19,,
17,30350334186262.0,03/23,Diners Club / Carte Blanche,1998-05-09,,
18,3581541004174330.0,03/30,JCB 16 digit,1995-03-19,,
19,4941301422360990.0,09/30,VISA 16 digit,2007-07-11,,
20,4410986954088780.0,11/32,VISA 16 digit,2020-02-12,,
21,675936582252.0,03/26,Maestro,2003-10-31,,
22,676181599736.0,09/24,Maestro,2016-03-11,,
23,373829594035462.0,09/25,American Express,2003-03-11,,
24,2296014331004180.0,02/26,Mastercard,2007-02-27,,
25,4.64365300969378e+18,05/32,VISA 19 digit,2001-04-02,,
26,4312957042329490.0,11/24,VISA 16 digit,2019-08-28,,
27,4.56441151813672e+18,11/23,VISA 19 digit,1998-01-07,,
28,4507066875766320.0,07/26,VISA 16 digit,2012-06-21,,
29,347647113381032.0,09/29,American Express,2015-03-11,,
30,4908543113611510.0,03/29,VISA 16 digit,2017-12-24,,
31,579873629284.0,05/31,Maestro,2013-05-03,,
32,4187036620092500.0,01/23,VISA 16 digit,2014-01-20,,
33,3554881072105060.0,07/31,JCB 16 digit,2012-08-25,,
34,3561024052402100.0,03/24,JCB 16 digit,2014-07-13,,
35,4.52670385613021e+18,03/24,VISA 19 digit,2008-02-11,,
36,4.27847934265684e+18,03/28,VISA 19 digit,1995-08-18,,
37,570918122914.0,01/24,Maestro,2014-05-20,,
38,349214155136408.0,12/26,American Express,2010-10-15,,
39,4448766271859340.0,12/28,VISA 16 digit,2008-03-04,,
40,30538938386599.0,03/26,Diners Club / Carte Blanche,2006-01-30,,
41,4078229749223.0,12/28,VISA 13 digit,2013-04-25,,
42,372896759968671.0,02/25,American Express,2013-01-20,,
43,4.69905149421933e+18,02/31,VISA 19 digit,2021-05-04,,
44,346286262521287.0,11/29,American Express,2013-05-28,,
45,3535802903466330.0,03/30,JCB 16 digit,2015-05-06,,
46,6011851070886970.0,03/26,Discover,2006-10-14,,
47,3572339462782520.0,03/25,JCB 16 digit,2019-08-19,,
48,4555927278045520.0,01/30,VISA 16 digit,2002-11-14,,
49,676309574942.0,09/27,Maestro,2017-02-08,,
50,213165012762716.0,01/32,JCB 15 digit,2009-10-13,,
51,3552226524817990.0,09/28,JCB 16 digit,2001-09-29,,
52,340322246680125.0,07/25,American Express,2004-12-19,,
53,60473561672.0,05/32,Maestro,2020-08-26,,
54,60454556113.0,09/29,Maestro,2000-07-03,,
0,6507897484253650.0,10/31,Discover,2009-02-14,,
1,2275223037248660.0,07/31,Mastercard,2019-03-17,,
2,30137288953403.0,04/28,Diners Club / Carte Blanche,2006-03-08,,
3,6011674493186850.0,11/31,Discover,2009-12-20,,
4,30235623934474.0,08/23,Diners Club / Carte Blanche,2009-04-30,,
5,4990890646148180.0,02/32,VISA 16 digit,2011-06-05,,
6,3514773859022160.0,01/28,JCB 16 digit,2006-05-04,,
7,345834583096520.0,01/30,American Express,2019-03-26,,
8,343175012183766.0,08/27,American Express,2009-02-06,,
9,3527996446755220.0,08/26,JCB 16 digit,2001-04-19,,
10,4013244407195590.0,04/30,VISA 16 digit,2000-07-20,,
11,6573285388299390.0,10/24,Discover,2005-02-16,,
12,4057102860282650.0,07/28,VISA 16 digit,2008-05-12,,
13,376605789182831.0,03/23,American Express,1994-02-24,,
14,30292414773538.0,07/32,Diners Club / Carte Blanche,2013-01-12,,
15,2249594941502280.0,12/29,Mastercard,1995-10-21,,
16,6589128147664360.0,09/31,Discover,2015-01-05,,
17,3592549462305590.0,03/31,JCB 16 digit,1999-08-30,,
18,4358222599483580.0,10/26,VISA 16 digit,1998-05-14,,
19,3508556963204990.0,07/30,JCB 16 digit,2013-01-23,,
20,4437582276036.0,09/31,VISA 13 digit,2000-07-11,,
21,6510777115021690.0,06/29,Discover,2020-04-13,,
22,2706245600693500.0,08/28,Mastercard,2003-05-08,,
23,4.38411824236363e+18,04/27,VISA 19 digit,2017-03-14,,
24,6011513830256800.0,01/32,Discover,1993-10-15,,
25,4797630340402450.0,03/29,VISA 16 digit,2020-04-14,,
26,4526674735410.0,09/27,VISA 13 digit,1994-02-03,,
27,560695949878.0,01/25,Maestro,2017-07-27,,
28,3539337683250990.0,10/27,JCB 16 digit,2020-04-12,,
29,4662219104547340.0,03/29,VISA 16 digit,2010-01-31,,
30,180021892019223.0,01/27,JCB 15 digit,2000-05-06,,
31,342745416064308.0,03/30,American Express,2008-07-02,,
32,4551345860645100.0,07/27,VISA 16 digit,1999-08-03,,
33,3503945633208810.0,01/32,JCB 16 digit,2006-01-14,,
34,6506382644166960.0,01/29,Discover,1999-05-29,,
35,4325748460422.0,01/23,VISA 13 digit,1995-05-23,,
36,180079287093492.0,07/26,JCB 15 digit,2015-11-11,,
37,3520270582469360.0,12/25,JCB 16 digit,2002-08-08,,
38,2287445885902600.0,07/32,Mastercard,1996-04-21,,
39,2543255905145840.0,10/26,Mastercard,2000-04-06,,
40,4.60395382546644e+18,01/23,VISA 19 digit,2020-08-01,,
41,4834963413610.0,02/30,VISA 13 digit,2012-11-12,,
42,639076254361.0,04/30,Maestro,2000-12-13,,
43,349496085760163.0,12/28,American Express,2018-02-16,,
44,378792205258656.0,11/27,American Express,2022-05-23,,
45,4936704152389.0,02/28,VISA 13 digit,2006-10-23,,
46,3512784563437340.0,04/29,JCB 16 digit,2000-06-10,,
47,4033606762257.0,03/29,VISA 13 digit,2021-04-09,,
48,6561515361679990.0,10/27,Discover,1995-09-19,,
49,3544694549464570.0,02/24,JCB 16 digit,2001-04-22,,
50,2272969781127150.0,08/27,Mastercard,2007-01-10,,
51,341306199125690.0,05/32,American Express,2001-09-29,,
52,4.53596629389658e+18,10/29,VISA 19 digit,1996-11-27,,
53,6011606869850930.0,08/23,Discover,2013-12-12,,
54,2231150542726850.0,08/29,Mastercard,1994-07-24,,
0,4.1563662891247e+18,07/23,VISA 19 digit,2003-03-17,,
1,4.60582300858496e+18,04/23,VISA 19 digit,2012-02-17,,
2,4758886566314500.0,11/30,VISA 16 digit,2011-11-14,,
3,4501486513271.0,06/25,VISA 13 digit,2005-04-14,,
4,502014026855.0,03/27,Maestro,2009-09-23,,
5,3562074049293080.0,06/32,JCB 16 digit,1997-08-09,,
6,503862124685.0,10/30,Maestro,2003-02-03,,
7,3586853205516450.0,03/25,JCB 16 digit,2011-02-10,,
8,4.87971436689532e+18,02/31,VISA 19 digit,1994-01-02,,
9,30592521302158.0,05/29,Diners Club / Carte Blanche,2020-02-05,,
10,2249959216209260.0,11/23,Mastercard,1999-04-16,,
11,4953827285461400.0,10/32,VISA 16 digit,2002-06-23,,
12,4746231421763860.0,05/27,VISA 16 digit,2009-03-14,,
13,3552994215337980.0,12/23,JCB 16 digit,1995-05-02,,
14,213106821383815.0,12/31,JCB 15 digit,2016-11-03,,
15,372100370883561.0,01/24,American Express,2015-04-13,,
16,4820412872638260.0,11/31,VISA 16 digit,2008-01-23,,
17,4499040261903390.0,06/30,VISA 16 digit,2001-10-04,,
18,4685938500186850.0,03/24,VISA 16 digit,2001-10-21,,
19,639097629377.0,05/26,Maestro,2021-11-28,,
20,4574178495443820.0,04/27,VISA 16 digit,2015-10-17,,
21,4900415130373.0,03/30,VISA 13 digit,1995-06-12,,
22,501836881455.0,04/25,Maestro,1996-07-03,,
23,675986344371.0,07/26,Maestro,1997-10-11,,
24,6585150686006610.0,04/32,Discover,2014-11-10,,
25,3547027803457670.0,03/26,JCB 16 digit,2009-05-08,,
26,4.69926824385389e+18,02/24,VISA 19 digit,2004-01-28,,
27,581290197739.0,02/31,Maestro,1999-07-28,,
28,6011391687058150.0,10/27,Discover,2021-09-07,,
29,372137002736668.0,08/28,American Express,2009-04-21,,
30,4648990092316.0,08/25,VISA 13 digit,2005-12-02,,
31,6011666499208530.0,03/29,Discover,2022-10-30,,
32,4.25723032551683e+18,08/24,VISA 19 digit,1998-05-22,,
33,374826024789352.0,01/26,American Express,1998-11-09,,
34,4834931523465080.0,09/25,VISA 16 digit,2017-07-03,,
35,379479123107053.0,03/23,American Express,1998-07-28,,
36,30145812965314.0,06/25,Diners Club / Carte Blanche,1996-11-14,,
37,180030741795602.0,01/23,JCB 15 digit,2004-11-21,,
38,180005216384116.0,02/31,JCB 15 digit,1997-10-14,,
39,180026835421584.0,02/32,JCB 15 digit,1993-11-14,,
40,4624206697024.0,07/26,VISA 13 digit,2014-11-15,,
41,213116876402774.0,01/29,JCB 15 digit,2016-01-13,,
42,4858905124787.0,02/25,VISA 13 digit,2014-12-12,,
43,580993974907.0,08/27,Maestro,2003-04-11,,
44,3536322602594570.0,06/23,JCB 16 digit,1996-12-08,,
45,3548496452900590.0,11/23,JCB 16 digit,1992-12-16,,
46,4234519593038500.0,01/28,VISA 16 digit,1995-01-24,,
47,560910620494.0,12/23,Maestro,2004-09-17,,
48,2247906702391150.0,02/28,Mastercard,2013-01-07,,
49,675921511886.0,07/31,Maestro,1996-01-24,,
50,4928313013869560.0,09/31,VISA 16 digit,2009-08-01,,
51,6597483515476220.0,12/24,Discover,1995-07-20,,
52,3554538322654270.0,09/29,JCB 16 digit,1993-04-23,,
53,5428817886176820.0,11/28,Mastercard,2006-09-10,,
54,4.01741324195443e+18,04/32,VISA 19 digit,2018-03-16,,
0,4.20971314066493e+18,09/31,VISA 19 digit,1993-06-05,,
1,213144347313610.0,09/26,JCB 15 digit,2022-09-09,,
2,3503645871455840.0,08/28,JCB 16 digit,2020-09-17,,
3,30272571231637.0,02/29,Diners Club / Carte Blanche,2020-04-21,,
4,180070081825122.0,05/25,JCB 15 digit,2008-10-29,,
5,3539462244597800.0,05/32,JCB 16 digit,2014-07-29,,
6,4242475521654960.0,02/29,VISA 16 digit,2004-08-04,,
7,2296513644245470.0,08/27,Mastercard,2007-08-24,,
8,5172553485535930.0,08/31,Mastercard,2014-06-28,,
9,213108541589465.0,05/25,JCB 15 digit,2016-03-13,,
10,630441275942.0,03/29,Maestro,2009-07-27,,
11,30322767968110.0,08/27,Diners Club / Carte Blanche,2001-02-02,,
12,30496554851422.0,09/24,Diners Club / Carte Blanche,2001-01-06,,
13,36334726909519.0,10/26,Diners Club / Carte Blanche,2016-09-05,,
14,4869138961578490.0,07/30,VISA 16 digit,2021-01-16,,
15,4411010100571.0,04/30,VISA 13 digit,2010-03-23,,
16,676189961979.0,09/31,Maestro,2000-06-05,,
17,4.09607118767387e+18,01/25,VISA 19 digit,2015-07-17,,
18,213136286681486.0,01/32,JCB 15 digit,2018-07-10,,
19,60445468188.0,03/26,Maestro,2016-04-14,,
20,213139257151166.0,10/26,JCB 15 digit,2015-12-17,,
21,4796348166870830.0,08/27,VISA 16 digit,2014-09-06,,
22,4421141425706.0,01/31,VISA 13 digit,2014-06-09,,
23,213165637241963.0,07/29,JCB 15 digit,2006-09-17,,
24,347437226442925.0,01/27,American Express,2007-02-26,,
25,30122620180956.0,04/24,Diners Club / Carte Blanche,2015-06-25,,
26,4491505469531620.0,03/32,VISA 16 digit,2001-10-16,,
27,180024335678811.0,12/25,JCB 15 digit,1994-11-25,,
28,560179864957.0,06/24,Maestro,2001-07-29,,
29,6011083281319250.0,11/28,Discover,1999-10-04,,
30,213148552188377.0,07/24,JCB 15 digit,1997-12-14,,
31,3588337013857060.0,07/28,JCB 16 digit,2011-02-28,,
32,347512448554911.0,04/24,American Express,2009-11-24,,
33,4917355000804.0,12/26,VISA 13 digit,2013-09-19,,
34,4.32875528831388e+18,12/25,VISA 19 digit,2012-04-28,,
35,180096549135978.0,07/25,JCB 15 digit,2020-01-22,,
36,379799668303092.0,08/24,American Express,2016-02-22,,
37,3578988316203830.0,03/28,JCB 16 digit,2021-02-14,,
38,4086436964838890.0,10/28,VISA 16 digit,2006-07-11,,
39,4142595746412180.0,07/23,VISA 16 digit,2017-11-26,,
40,36996291434634.0,03/27,Diners Club / Carte Blanche,2000-06-25,,
41,503828267446.0,09/23,Maestro,1993-06-21,,
42,3545153238397090.0,10/31,JCB 16 digit,2003-06-26,,
43,3521039786688070.0,06/30,JCB 16 digit,2006-01-12,,
44,5297308857693290.0,12/29,Mastercard,1994-06-18,,
45,3580135559763260.0,08/27,JCB 16 digit,2010-01-15,,
46,3537477900557490.0,12/28,JCB 16 digit,2007-03-09,,
47,3571521857113620.0,03/23,JCB 16 digit,2016-09-09,,
48,4092841138266490.0,01/26,VISA 16 digit,2000-01-23,,
49,4022198841960090.0,12/30,VISA 16 digit,2021-11-19,,
50,4.28605756361611e+18,01/23,VISA 19 digit,2006-11-16,,
51,4945030993762.0,10/23,VISA 13 digit,2011-03-26,,
52,3513192029532080.0,08/30,JCB 16 digit,2003-05-26,,
53,6594840010672520.0,10/26,Discover,2002-07-13,,
54,503847236455.0,12/28,Maestro,1993-02-13,,
0,3524853155053820.0,07/31,JCB 16 digit,2020-10-16,,
1,4.85711750800743e+18,06/27,VISA 19 digit,2007-01-28,,
2,30130682913057.0,08/29,Diners Club / Carte Blanche,1996-05-27,,
3,342027549119071.0,10/24,American Express,2013-02-05,,
4,180054395599557.0,06/30,JCB 15 digit,2022-09-05,,
5,30583394391881.0,04/23,Diners Club / Carte Blanche,2010-11-20,,
6,4911644228862.0,08/30,VISA 13 digit,2004-02-17,,
7,4064454256395630.0,12/24,VISA 16 digit,1996-09-30,,
8,4.11536521630877e+18,01/29,VISA 19 digit,2014-07-02,,
9,2597326883489770.0,11/28,Mastercard,2006-10-19,,
10,4.78677023393085e+18,02/25,VISA 19 digit,2016-12-06,,
11,30534003174093.0,11/29,Diners Club / Carte Blanche,2004-08-12,,
12,4556932878348.0,01/29,VISA 13 digit,1998-08-11,,
13,30354526044313.0,04/23,Diners Club / Carte Blanche,2022-01-08,,
14,4910409409295.0,11/25,VISA 13 digit,1993-08-13,,
15,676266719258.0,07/24,Maestro,2008-10-15,,
16,501845433876.0,12/29,Maestro,2021-07-01,,
17,180067104809182.0,06/29,JCB 15 digit,1997-02-28,,
18,4860471870751.0,04/30,VISA 13 digit,2012-04-14,,
19,30099983816147.0,09/26,Diners Club / Carte Blanche,2013-09-22,,
20,6542508322210910.0,11/31,Discover,2011-04-06,,
21,4846435963892450.0,12/26,VISA 16 digit,2017-05-17,,
22,6011405292007210.0,11/24,Discover,2018-03-25,,
23,639003831109.0,06/25,Maestro,2010-01-24,,
24,36733218261430.0,02/24,Diners Club / Carte Blanche,2005-02-05,,
25,30198908362987.0,04/24,Diners Club / Carte Blanche,2002-01-15,,
26,4349741657343440.0,10/32,VISA 16 digit,1994-10-01,,
27,4832745229141850.0,09/30,VISA 16 digit,2007-11-15,,
28,3583516392423340.0,05/29,JCB 16 digit,1992-11-29,,
29,2663403110258350.0,09/29,Mastercard,1993-10-14,,
30,6582071328122130.0,07/25,Discover,2006-01-19,,
